TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,Expenses,Coast,,,
62,5/4/2025,1108,2014,402,1,221.67,254,East,,,
63,5/4/2025,1068,2018,401,0,2169.04,2199,East,,,
64,5/4/2025,1042,2039,403,3,2929.32,2425,West,,,
65,5/4/2025,1031,2059,403,3,0,4685,West,,,
66,5/4/2025,1069,2064,404,3,1470.2,5001,East,,,
67,5/4/2025,1020,2076,401,3,4836.42,2740,West,,,
68,5/4/2025,1188,2041,403,0,1608.42,2585,West,,,
69,5/4/2025,1023,2029,401,2,0,3746,West,,,
70,5/4/2025,1147,2005,402,3,0,4641,East,,,
71,5/4/2025,1132,2083,404,2,614.53,2240,East,,,
72,5/4/2025,1046,2074,404,3,659.5,5109,East,,,
73,5/4/2025,1023,2060,403,3,1225.14,2221,West,,,
74,5/4/2025,1085,2041,401,1,1447.58,3881,West,,,
75,5/4/2025,1084,2052,404,2,2925.04,300,West,,,
76,5/4/2025,1169,2051,401,3,117.32,2741,East,,,
77,5/4/2025,1022,2040,403,2,55.26,794,West,,,
78,5/4/2025,1029,2098,404,0,3631.44,5459,East,,,
79,5/4/2025,1168,2069,404,3,232.39,1414,West,,,
80,5/4/2025,1013,2024,403,3,372.81,3150,West,,,
81,5/4/2025,1160,2056,401,1,472.25,680,West,,,
82,5/4/2025,1068,2070,402,2,109.38,2536,West,,,
83,5/4/2025,1112,2089,404,0,2067.6,5040,East,,,
84,5/4/2025,1007,2080,402,1,1498.07,4675,West,,,
85,5/4/2025,1079,2070,401,3,34.18,154,East,,,
86,5/4/2025,1023,2028,401,3,2551.76,1428,West,,,
87,5/4/2025,1030,2082,402,3,799.8,4288,West,,,
88,5/4/2025,1183,2037,403,3,2160.84,2511,West,,,
89,5/4/2025,1123,2060,402,3,2450.28,5543,West,,,
90,5/4/2025,1141,2018,404,1,2440.17,396,East,,,
91,5/4/2025,1153,2065,402,0,470.34,4938,West,,,
92,5/4/2025,1070,2098,404,2,0,849,East,,,
93,5/4/2025,1129,2034,401,2,108.94,5380,East,,,
94,5/4/2025,1185,2038,404,1,1667.72,4402,East,,,
95,5/4/2025,1114,2068,404,2,656.19,2217,East,,,
96,5/4/2025,1085,2070,404,3,0,5228,West,,,
97,5/4/2025,1082,2024,402,3,372.81,1713,East,,,
98,5/4/2025,1059,2099,404,0,1292.64,3672,West,,,
99,5/4/2025,1081,2095,404,3,490.79,2701,East,,,
100,5/4/2025,1098,2084,402,3,0,5583,East,,,
101,5/4/2025,1009,2016,403,0,969.06,4610,West,,,
102,5/4/2025,1112,2012,404,0,1869.57,1202,East,,,
103,5/4/2025,1184,2018,404,1,488.03,2302,West,,,
104,5/4/2025,1019,2060,403,2,0,2816,West,,,
105,5/4/2025,1159,2088,404,0,0,1257,West,,,
106,5/4/2025,1084,2086,404,2,2861.12,1194,East,,,
107,5/4/2025,1160,2091,404,0,905.79,245,West,,,
108,5/4/2025,1158,2008,402,2,159.82,4505,West,,,
109,5/4/2025,1058,2095,401,3,2453.95,3936,West,,,
110,5/4/2025,1025,2097,401,3,842.1,5829,West,,,
111,5/4/2025,1042,2088,403,0,709.35,2280,West,,,
112,5/4/2025,1011,2041,401,2,0,5423,West,,,
113,5/4/2025,1091,2047,404,1,0,3572,West,,,
114,5/4/2025,1062,2067,404,1,0,5014,West,,,
115,5/4/2025,1043,2022,401,3,2684.72,2535,East,,,
116,5/4/2025,1158,2087,402,3,477.96,3304,East,,,
117,5/4/2025,1149,2018,402,3,1626.78,926,East,,,
118,5/4/2025,1163,2032,404,2,756.48,31,East,,,
119,5/4/2025,1170,2001,404,2,659.76,5058,East,,,
120,5/4/2025,1173,2069,402,0,464.78,4713,West,,,
121,5/4/2025,1113,2044,403,3,0,4915,East,,,
122,5/4/2025,1176,2032,404,2,756.48,3480,West,,,
123,5/4/2025,1050,2049,404,0,2819.52,4571,East,,,
124,5/4/2025,1060,2048,403,2,1144.42,1603,West,,,
125,5/4/2025,1179,2037,401,3,1440.56,2539,East,,,
126,5/4/2025,1070,2001,401,3,0,3613,West,,,
127,5/4/2025,1073,2099,402,2,0,3574,East,,,
128,5/4/2025,1056,2081,402,2,0,4685,West,,,
129,5/4/2025,1173,2096,402,0,672.18,1039,East,,,
130,5/4/2025,1160,2082,401,2,426.56,2793,East,,,
131,5/4/2025,1112,2004,403,1,1669.05,4480,West,,,
132,5/4/2025,1023,2037,403,3,2160.84,5220,West,,,
133,5/4/2025,1044,2025,402,2,223.7,2402,West,,,
134,5/4/2025,1135,2064,403,1,793.91,3194,East,,,
135,5/4/2025,1065,2061,403,2,639.74,1000,East,,,
136,5/4/2025,1029,2059,401,1,921.69,2541,East,,,
137,5/4/2025,1193,2028,404,2,1531.06,2748,West,,,
138,5/4/2025,1023,2050,401,2,298.85,3648,West,,,
139,5/4/2025,1137,2015,404,2,539.98,1924,East,,,
140,5/4/2025,1172,2095,403,3,2453.95,3381,East,,,
141,5/4/2025,1163,2047,401,1,301.48,475,East,,,
142,5/4/2025,1120,2003,403,1,1039.99,2484,East,,,
143,5/4/2025,1165,2008,404,2,53.27,3695,West,,,
144,5/4/2025,1166,2052,401,1,658.13,949,East,,,
145,5/4/2025,1011,2004,403,3,3709,1149,East,,,
146,5/4/2025,1029,2012,402,1,0,2659,West,,,
147,5/4/2025,1099,2058,403,3,666.75,5905,West,,,
148,5/4/2025,1150,2095,402,3,490.79,1867,East,,,
149,5/4/2025,1167,2012,404,3,0,1812,East,,,
150,5/4/2025,1071,2004,403,1,834.52,3140,West,,,
151,5/4/2025,1113,2056,402,2,839.55,5290,West,,,
152,5/4/2025,1025,2087,403,2,0,47,West,,,
153,5/4/2025,1015,2050,403,1,504.31,3244,East,,,
154,5/4/2025,1031,2058,401,1,2400.3,1746,West,,,
155,5/4/2025,1164,2081,401,0,2984.88,1592,East,,,
156,5/4/2025,1085,2031,402,1,508.77,1172,East,,,
157,5/4/2025,1017,2097,402,1,757.89,4249,West,,,
158,5/4/2025,1059,2042,402,0,0,2069,West,,,
159,5/4/2025,1070,2018,402,2,0,5171,West,,,
160,5/4/2025,1044,2014,401,1,886.68,2257,East,,,
161,5/4/2025,1003,2045,402,2,499.42,5286,East,,,
162,5/4/2025,1004,2022,403,0,671.18,4408,East,,,
163,5/4/2025,1032,2094,404,0,493.35,2300,East,,,
164,5/4/2025,1190,2008,404,3,266.36,814,East,,,
165,5/4/2025,1199,2046,401,3,167.15,26,East,,,
166,5/4/2025,1128,2028,401,2,2041.41,2015,West,,,
167,5/4/2025,1117,2082,401,0,799.8,5792,East,,,
168,5/4/2025,1122,2051,404,0,234.64,4942,West,,,
169,5/4/2025,1125,2091,404,0,1811.58,511,West,,,
170,5/4/2025,1020,2041,402,0,0,3419,West,,,
171,5/4/2025,1032,2035,403,3,4499.95,4175,West,,,
172,5/4/2025,1152,2067,403,3,872.85,236,West,,,
173,5/4/2025,1129,2077,404,0,2809.15,5227,West,,,
174,5/4/2025,1179,2014,402,3,738.9,3508,West,,,
175,5/4/2025,1115,2029,404,2,0,5445,West,,,
176,5/4/2025,1116,2051,404,0,351.96,4041,West,,,
177,5/4/2025,1080,2054,403,2,3602.04,2231,East,,,
178,5/4/2025,1095,2019,404,0,933.93,3140,West,,,
179,5/4/2025,1023,2010,401,3,0,2292,East,,,
180,5/4/2025,1024,2095,403,1,3533.69,665,East,,,
181,5/4/2025,1142,2007,403,0,583.39,5920,West,,,
182,5/4/2025,1105,2045,404,0,624.28,301,East,,,
183,5/4/2025,1073,2076,403,2,1934.57,2525,West,,,
184,5/4/2025,1026,2073,402,1,1797.95,5811,East,,,
185,5/4/2025,1168,2061,402,0,599.76,399,East,,,
186,5/4/2025,1089,2071,403,0,0,1847,West,,,
187,5/4/2025,1195,2035,402,3,0,80,West,,,
188,5/4/2025,1143,2098,401,2,2178.86,3829,East,,,
189,5/4/2025,1007,2023,403,2,751.63,4376,West,,,
190,5/4/2025,1086,2044,401,1,373.64,2563,East,,,
191,5/4/2025,1036,2072,404,0,1260.9,3647,West,,,
192,5/4/2025,1036,2094,401,0,2466.75,4995,West,,,
193,5/4/2025,1191,2067,402,3,872.85,352,East,,,
194,5/4/2025,1107,2058,403,1,1800.22,5948,West,,,
195,5/4/2025,1094,2039,403,0,1952.88,3123,East,,,
196,5/4/2025,1013,2019,402,0,0,5569,West,,,
197,5/4/2025,1172,2010,403,3,0,3417,East,,,
198,5/4/2025,1169,2054,404,3,900.51,5935,West,,,
199,5/4/2025,1106,2034,402,0,136.17,2693,West,,,
200,5/4/2025,1088,2055,401,2,129.46,3241,West,,,
201,5/4/2025,1173,2086,404,2,715.28,285,West,,,
202,5/4/2025,1011,2028,404,0,0,2783,East,,,
203,5/4/2025,1001,2026,403,1,190.4,5226,West,,,
204,5/4/2025,1196,2017,403,2,370.96,1107,East,,,
205,5/4/2025,1083,2015,401,3,0,4135,East,,,
206,5/4/2025,1191,2055,402,1,48.55,788,West,,,
207,5/4/2025,1097,2068,402,2,1312.38,4235,East,,,
208,5/4/2025,1018,2050,401,3,0,1911,West,,,
209,5/4/2025,1004,2058,401,2,1066.8,1970,West,,,
210,5/4/2025,1147,2054,404,3,2701.53,5583,West,,,
211,5/4/2025,1074,2014,404,0,738.9,10,East,,,
212,5/4/2025,1083,2021,404,2,668.33,1501,East,,,
213,5/4/2025,1022,2055,401,1,97.09,2363,West,,,
214,5/4/2025,1111,2075,404,0,1561.28,5683,East,,,
215,5/4/2025,1101,2039,403,1,2636.39,5795,East,,,
216,5/4/2025,1085,2099,402,0,646.32,1604,East,,,
217,5/4/2025,1130,2081,401,1,1343.2,1718,East,,,
218,5/4/2025,1198,2044,403,1,186.82,2849,East,,,
219,5/4/2025,1060,2013,402,2,0,4399,West,,,
220,5/4/2025,1050,2022,402,0,671.18,2844,West,,,
221,5/4/2025,1045,2098,404,3,907.86,1453,East,,,
222,5/4/2025,1193,2072,404,2,1681.2,801,East,,,
223,5/4/2025,1160,2040,402,3,138.16,5307,East,,,
224,5/4/2025,1017,2060,404,2,0,3716,West,,,
225,5/4/2025,1070,2075,401,2,624.51,5855,West,,,
226,5/4/2025,1129,2009,403,3,198.93,394,East,,,
227,5/4/2025,1115,2004,401,2,2225.4,1386,East,,,
228,5/4/2025,1073,2009,401,3,66.31,3545,East,,,
229,5/4/2025,1118,2074,401,3,659.5,3281,West,,,
230,5/4/2025,1146,2083,402,2,614.53,3758,East,,,
231,5/4/2025,1154,2060,402,0,408.38,1074,West,,,
232,5/4/2025,1115,2013,403,0,2806.08,2216,East,,,
233,5/4/2025,1129,2082,402,0,1066.4,3259,West,,,
234,5/4/2025,1063,2090,404,3,71.64,595,West,,,
235,5/4/2025,1134,2066,402,2,1238.54,3880,East,,,
236,5/4/2025,1095,2036,404,3,653.94,4360,West,,,
237,5/4/2025,1198,2043,401,2,1397.52,4395,East,,,
238,5/4/2025,1016,2042,401,3,0,4159,West,,,
239,5/4/2025,1072,2032,402,2,1512.96,2997,East,,,
240,5/4/2025,1020,2074,402,2,527.6,3469,East,,,
241,5/4/2025,1079,2083,404,1,691.34,5556,East,,,
242,5/4/2025,1152,2090,401,2,57.31,3076,West,,,
243,5/4/2025,1143,2048,403,1,0,2499,West,,,
244,5/4/2025,1171,2089,401,3,1654.08,4276,West,,,
245,5/4/2025,1130,2046,401,2,106.98,5207,West,,,
246,5/4/2025,1079,2023,402,2,3006.53,5359,East,,,
247,5/4/2025,1196,2062,402,1,1114.85,560,West,,,
248,5/4/2025,1035,2019,401,2,0,3053,East,,,
249,5/4/2025,1025,2064,401,2,705.7,712,West,,,
250,5/4/2025,1196,2079,402,3,2851.62,2937,East,,,
251,5/4/2025,1039,2020,402,1,338.25,3693,West,,,
252,5/4/2025,1184,2056,401,3,1574.16,4075,West,,,
253,5/4/2025,1093,2086,402,3,3576.4,5977,West,,,
254,5/4/2025,1156,2036,404,1,392.36,3921,East,,,
255,5/4/2025,1136,2030,403,3,509.91,5845,East,,,
256,5/4/2025,1049,2047,404,3,1674.9,4191,East,,,
257,5/4/2025,1196,2036,404,3,0,451,West,,,
258,5/4/2025,1041,2025,402,2,671.09,949,East,,,
259,5/4/2025,1013,2082,404,2,1066.4,828,East,,,
260,5/4/2025,1141,2013,401,2,748.29,2754,West,,,
261,5/4/2025,1021,2097,402,2,673.68,3508,West,,,
262,5/4/2025,1115,2065,402,3,1881.36,4027,West,,,
263,5/4/2025,1023,2028,404,2,510.35,4772,East,,,
264,5/4/2025,1006,2053,401,3,610.15,3795,East,,,
265,5/4/2025,1128,2047,402,3,1004.94,676,East,,,
266,5/4/2025,1020,2047,402,0,669.96,1211,West,,,
267,5/4/2025,1081,2012,403,1,1682.61,4255,West,,,
268,5/4/2025,1035,2004,403,3,927.25,2087,East,,,
269,5/4/2025,1178,2017,404,3,1854.8,5933,East,,,
270,5/4/2025,1157,2000,401,0,1938.62,1065,East,,,
271,5/4/2025,1065,2027,402,3,775.83,4193,West,,,
272,5/4/2025,1028,2099,403,1,3490.13,2441,East,,,
273,5/4/2025,1077,2015,401,1,1822.42,2815,West,,,
274,5/4/2025,1107,2081,404,0,2238.66,3723,East,,,
275,5/4/2025,1028,2063,401,1,994.43,3177,East,,,
276,5/4/2025,1183,2018,403,3,2711.3,2616,East,,,
277,5/4/2025,1000,2078,403,1,0,4885,West,,,
278,5/4/2025,1146,2053,402,0,1220.3,2694,East,,,
279,5/4/2025,1134,2046,401,0,33.43,3290,East,,,
280,5/4/2025,1099,2060,401,3,1633.52,5523,West,,,
281,5/4/2025,1095,2032,401,2,1512.96,4479,East,,,
282,5/4/2025,1017,2044,402,0,207.58,4693,West,,,
283,5/4/2025,1197,2074,403,1,593.55,631,West,,,
284,5/4/2025,1011,2045,403,1,842.78,86,East,,,
285,5/4/2025,1199,2087,404,3,159.32,558,East,,,
286,5/4/2025,1161,2023,402,0,939.54,5770,East,,,
287,5/4/2025,1183,2099,404,0,1292.64,4553,West,,,
288,5/4/2025,1075,2025,401,1,0,1266,West,,,
289,5/4/2025,1010,2040,403,3,138.16,3150,East,,,
290,5/4/2025,1139,2060,403,0,1225.14,1967,East,,,
291,5/4/2025,1192,2082,402,2,213.28,251,West,,,
292,5/4/2025,1091,2099,401,2,1034.11,3550,West,,,
293,5/4/2025,1069,2015,403,3,2699.88,5452,West,,,
294,5/4/2025,1102,2095,404,3,1472.37,5047,West,,,
295,5/4/2025,1086,2023,404,3,3758.16,2466,West,,,
296,5/4/2025,1094,2066,403,0,1032.12,2856,West,,,
297,5/4/2025,1186,2054,401,3,0,145,East,,,
298,5/4/2025,1154,2023,403,2,751.63,2121,East,,,
299,5/4/2025,1026,2010,403,2,62.27,3386,West,,,
300,5/4/2025,1078,2057,404,1,393.28,2689,East,,,
301,5/4/2025,1176,2056,403,3,524.72,2802,West,,,
302,5/4/2025,1010,2093,403,3,0,186,East,,,
303,5/4/2025,1070,2081,401,0,1492.44,3746,West,,,
304,5/4/2025,1171,2081,404,2,596.98,3165,East,,,
305,5/4/2025,1131,2095,402,0,1472.37,498,East,,,
306,5/4/2025,1036,2077,404,0,1123.66,3173,West,,,
307,5/4/2025,1032,2008,402,2,106.54,5867,West,,,
308,5/4/2025,1092,2049,401,1,0,5514,East,,,
309,5/4/2025,1173,2057,403,2,349.58,1860,West,,,
310,5/4/2025,1113,2097,401,1,757.89,2642,East,,,
311,5/4/2025,1135,2046,404,2,80.23,1082,West,,,
312,5/4/2025,1166,2035,402,0,899.99,5269,West,,,
313,5/4/2025,1006,2094,402,3,1480.05,1655,West,,,
314,5/4/2025,1132,2049,401,2,1503.74,2625,West,,,
315,5/4/2025,1198,2033,404,1,2257.88,533,East,,,
316,5/4/2025,1156,2036,404,1,784.73,4146,West,,,
317,5/4/2025,1031,2017,401,3,0,480,West,,,
318,5/4/2025,1044,2091,404,0,1811.58,5496,West,,,
319,5/4/2025,1174,2040,403,0,34.54,943,West,,,
320,5/4/2025,1140,2069,403,2,557.74,2257,West,,,
321,5/4/2025,1040,2091,402,2,724.63,2359,West,,,
322,5/4/2025,1130,2028,401,1,574.15,810,East,,,
323,5/4/2025,1035,2030,404,0,339.94,3443,West,,,
324,5/4/2025,1092,2070,403,3,102.54,4315,West,,,
325,5/4/2025,1141,2016,401,0,0,5274,East,,,
326,5/4/2025,1079,2050,404,3,186.78,925,West,,,
327,5/4/2025,1196,2052,401,1,2632.54,2102,West,,,
328,5/4/2025,1081,2082,401,3,1066.4,2905,West,,,
329,5/4/2025,1119,2087,403,1,0,3451,East,,,
330,5/4/2025,1199,2070,402,1,30.76,1623,East,,,
331,5/4/2025,1110,2064,401,0,0,438,East,,,
332,5/4/2025,1132,2019,403,1,1681.07,663,West,,,
333,5/4/2025,1041,2041,402,2,643.37,5476,West,,,
334,5/4/2025,1132,2036,401,2,348.77,1690,West,,,
335,5/4/2025,1050,2081,403,1,2686.39,1726,East,,,
336,5/4/2025,1160,2038,401,1,0,3639,West,,,
337,5/4/2025,1151,2074,402,1,1187.1,3604,West,,,
338,5/4/2025,1168,2079,403,0,1901.08,4470,East,,,
339,5/4/2025,1007,2010,401,2,62.27,4365,West,,,
340,5/4/2025,1166,2026,404,0,0,5277,East,,,
341,5/4/2025,1127,2080,403,2,1997.42,3706,East,,,
342,5/4/2025,1123,2031,404,2,1356.72,3299,East,,,
343,5/4/2025,1116,2009,401,1,119.36,234,West,,,
344,5/4/2025,1112,2053,404,3,0,3043,East,,,
345,5/4/2025,1052,2043,402,2,698.76,3062,East,,,
346,5/4/2025,1183,2040,403,3,103.62,813,West,,,
347,5/4/2025,1033,2097,403,0,4210.5,191,East,,,
348,5/4/2025,1081,2030,404,0,339.94,3245,East,,,
349,5/4/2025,1068,2057,402,1,1179.85,4510,East,,,
350,5/4/2025,1024,2006,403,3,594,555,West,,,
351,5/4/2025,1157,2053,402,1,1098.27,1604,East,,,
352,5/4/2025,1083,2073,403,1,2247.44,5131,West,,,
353,5/4/2025,1195,2020,404,3,1879.15,5928,East,,,
354,5/4/2025,1127,2039,404,0,1952.88,2245,West,,,
355,5/4/2025,1023,2050,404,1,0,5474,East,,,
356,5/4/2025,1055,2074,403,0,1978.5,1002,West,,,
357,5/4/2025,1012,2036,404,3,653.94,4469,West,,,
358,5/4/2025,1073,2068,401,0,2460.72,1697,East,,,
359,5/4/2025,1110,2017,403,2,370.96,781,East,,,
360,5/4/2025,1195,2051,403,0,117.32,3841,East,,,
361,5/4/2025,1102,2006,402,2,792,37,West,,,
362,5/4/2025,1141,2036,401,3,871.92,5610,West,,,
363,5/4/2025,1129,2057,403,0,1747.92,833,West,,,
364,5/4/2025,1032,2012,404,2,997.1,3615,West,,,
365,5/4/2025,1086,2071,403,1,553.64,1092,West,,,
366,5/4/2025,1050,2077,404,0,561.83,2598,East,,,
367,5/4/2025,1011,2004,402,2,0,3771,West,,,
368,5/4/2025,1121,2066,404,1,0,24,West,,,
369,5/4/2025,1155,2065,402,2,1128.82,3963,West,,,
370,5/4/2025,1156,2040,402,3,138.16,3023,West,,,
371,5/4/2025,1157,2094,403,2,1578.72,4476,East,,,
372,5/4/2025,1129,2065,404,2,752.54,3767,East,,,
373,5/4/2025,1121,2002,403,2,2771.2,5204,West,,,
374,5/4/2025,1172,2014,404,2,197.04,4679,East,,,
375,5/4/2025,1185,2088,401,3,2128.05,1867,West,,,
376,5/4/2025,1067,2083,402,0,0,1482,East,,,
377,5/4/2025,1149,2061,402,3,1199.52,781,East,,,
378,5/4/2025,1037,2087,402,0,318.64,1765,West,,,
379,5/4/2025,1146,2089,401,1,744.34,3491,East,,,
380,5/4/2025,1004,2056,403,3,2098.88,850,West,,,
381,5/4/2025,1038,2052,402,3,2193.78,575,East,,,
382,5/4/2025,1128,2099,404,0,3877.92,4729,West,,,
383,5/4/2025,1180,2017,402,2,741.92,3910,West,,,
384,5/4/2025,1169,2061,404,2,319.87,2508,West,,,
385,5/4/2025,1044,2058,403,2,1066.8,5194,East,,,
386,5/4/2025,1173,2098,403,3,3631.44,735,East,,,
387,5/4/2025,1049,2031,403,2,1356.72,5348,West,,,
388,5/4/2025,1057,2038,403,1,2501.58,4758,East,,,
389,5/4/2025,1176,2090,404,2,343.87,4431,East,,,
390,5/4/2025,1122,2044,403,2,166.06,4116,East,,,
391,5/4/2025,1031,2073,404,3,1498.29,4345,East,,,
392,5/4/2025,1088,2098,402,2,726.29,1383,West,,,
393,5/4/2025,1010,2036,401,2,348.77,1607,West,,,
394,5/4/2025,1113,2083,403,3,3072.64,2614,East,,,
395,5/4/2025,1054,2025,403,2,671.09,2722,East,,,
396,5/4/2025,1035,2013,402,1,1683.65,5427,West,,,
397,5/4/2025,1012,2085,402,1,217.94,5412,West,,,
398,5/4/2025,1013,2012,404,2,1994.21,1536,East,,,
399,5/4/2025,1183,2060,401,1,367.54,4377,West,,,
400,5/4/2025,1001,2070,402,3,102.54,5719,West,,,
401,5/4/2025,1167,2060,404,1,735.08,164,East,,,
402,5/4/2025,1193,2036,403,2,348.77,975,East,,,
403,5/4/2025,1165,2007,401,1,0,1819,West,,,
404,5/4/2025,1136,2094,401,1,1776.06,2957,West,,,
405,5/4/2025,1106,2022,401,3,671.18,4076,East,,,
406,5/4/2025,1126,2023,403,0,0,2944,West,,,
407,5/4/2025,1002,2038,401,2,1482.42,2592,East,,,
408,5/4/2025,1072,2058,404,1,1200.15,4730,West,,,
409,5/4/2025,1129,2059,403,1,1382.54,5091,West,,,
410,5/4/2025,1028,2042,402,3,502.83,5652,West,,,
411,5/4/2025,1165,2032,402,0,0,5119,West,,,
412,5/4/2025,1188,2043,403,1,1572.21,1249,East,,,
413,5/4/2025,1044,2078,404,3,426.03,2410,West,,,
414,5/4/2025,1131,2041,401,3,3216.84,4020,East,,,
415,5/4/2025,1171,2012,402,1,1121.74,2702,East,,,
416,5/4/2025,1122,2041,402,0,1608.42,3066,East,,,
417,5/4/2025,1066,2049,402,3,0,1323,West,,,
418,5/4/2025,1192,2034,403,2,326.81,5383,West,,,
419,5/4/2025,1149,2092,401,2,1157.3,1226,West,,,
420,5/4/2025,1167,2046,402,0,133.72,5355,West,,,
421,5/4/2025,1170,2015,404,2,0,1882,West,,,
422,5/4/2025,1040,2051,403,0,469.28,3325,West,,,
423,5/4/2025,1163,2037,403,1,0,681,West,,,
424,5/4/2025,1056,2017,404,1,834.66,3809,East,,,
425,5/4/2025,1116,2095,403,3,490.79,862,East,,,
426,5/4/2025,1179,2070,404,1,61.52,62,East,,,
427,5/4/2025,1195,2031,401,3,1695.9,4615,West,,,
428,5/4/2025,1135,2090,403,0,0,5416,West,,,
429,5/4/2025,1144,2014,401,1,443.34,5949,East,,,
430,5/4/2025,1146,2068,402,1,2952.86,4365,East,,,
431,5/4/2025,1083,2066,404,0,516.06,696,East,,,
432,5/4/2025,1174,2026,404,0,423.12,1239,East,,,
433,5/4/2025,1130,2057,401,3,1747.92,3011,East,,,
434,5/4/2025,1033,2065,404,3,0,4996,East,,,
435,5/4/2025,1144,2007,404,2,933.42,1539,East,,,
436,5/4/2025,1185,2002,404,2,692.8,1566,West,,,
437,5/4/2025,1000,2095,402,0,0,482,East,,,
438,5/4/2025,1011,2054,403,0,900.51,3526,West,,,
439,5/4/2025,1138,2007,401,3,2333.56,1037,East,,,
440,5/4/2025,1008,2036,404,1,196.18,1299,East,,,
441,5/4/2025,1196,2017,404,2,741.92,1984,East,,,
442,5/4/2025,1097,2057,404,3,436.98,2763,West,,,
443,5/4/2025,1020,2087,402,2,637.28,2917,West,,,
444,5/4/2025,1030,2022,404,1,604.06,941,West,,,
445,5/4/2025,1186,2028,401,0,2551.76,3174,West,,,
446,5/4/2025,1076,2059,404,3,1536.15,1152,West,,,
447,5/4/2025,1058,2031,404,2,0,5709,East,,,
448,5/4/2025,1039,2035,402,0,899.99,2015,East,,,
449,5/4/2025,1008,2084,404,0,845.55,1582,East,,,
450,5/4/2025,1061,2026,401,0,423.12,2772,East,,,
