TransactionID,CustomerID,ProductID,SaleDate,SaleAmount,Expenses,Coast,StoreID,CampaignID,
000060,001180,2036,2025-05-04,217.98,4449.00,East,404,0,
000061,001175,2029,2025-05-04,36.48,3589.00,West,403,1,
000062,001108,2014,2025-05-04,221.67,254.00,East,402,1,
000063,001068,2018,2025-05-04,2169.04,2199.00,East,401,0,
000064,001042,2039,2025-05-04,2929.32,2425.00,West,403,3,
000065,001031,2059,2025-05-04,0.00,4685.00,West,403,3,
000066,001069,2064,2025-05-04,1470.20,5001.00,East,404,3,
000068,001188,2041,2025-05-04,1608.42,2585.00,West,403,0,
000069,001023,2029,2025-05-04,0.00,3746.00,West,401,2,
000070,001147,2005,2025-05-04,0.00,4641.00,East,402,3,
000071,001132,2083,2025-05-04,614.53,2240.00,East,404,2,
000072,001046,2074,2025-05-04,659.50,5109.00,East,404,3,
000073,001023,2060,2025-05-04,1225.14,2221.00,West,403,3,
000074,001085,2041,2025-05-04,1447.58,3881.00,West,401,1,
000075,001084,2052,2025-05-04,2925.04,300.00,West,404,2,
000076,001169,2051,2025-05-04,117.32,2741.00,East,401,3,
000077,001022,2040,2025-05-04,55.26,794.00,West,403,2,
000079,001168,2069,2025-05-04,232.39,1414.00,West,404,3,
000080,001013,2024,2025-05-04,372.81,3150.00,West,403,3,
000081,001160,2056,2025-05-04,472.25,680.00,West,401,1,
000082,001068,2070,2025-05-04,109.38,2536.00,West,402,2,
000083,001112,2089,2025-05-04,2067.60,5040.00,East,404,0,
000084,001007,2080,2025-05-04,1498.07,4675.00,West,402,1,
000085,001079,2070,2025-05-04,34.18,154.00,East,401,3,
000086,001023,2028,2025-05-04,2551.76,1428.00,West,401,3,
000087,001030,2082,2025-05-04,799.80,4288.00,West,402,3,
000088,001183,2037,2025-05-04,2160.84,2511.00,West,403,3,
000089,001123,2060,2025-05-04,2450.28,5543.00,West,402,3,
000090,001141,2018,2025-05-04,2440.17,396.00,East,404,1,
000091,001153,2065,2025-05-04,470.34,4938.00,West,402,0,
000092,001070,2098,2025-05-04,0.00,849.00,East,404,2,
000093,001129,2034,2025-05-04,108.94,5380.00,East,401,2,
000094,001185,2038,2025-05-04,1667.72,4402.00,East,404,1,
000095,001114,2068,2025-05-04,656.19,2217.00,East,404,2,
000096,001085,2070,2025-05-04,0.00,5228.00,West,404,3,
000097,001082,2024,2025-05-04,372.81,1713.00,East,402,3,
000098,001059,2099,2025-05-04,1292.64,3672.00,West,404,0,
000099,001081,2095,2025-05-04,490.79,2701.00,East,404,3,
000100,001098,2084,2025-05-04,0.00,5583.00,East,402,3,
000101,001009,2016,2025-05-04,969.06,4610.00,West,403,0,
000102,001112,2012,2025-05-04,1869.57,1202.00,East,404,0,
000103,001184,2018,2025-05-04,488.03,2302.00,West,404,1,
000104,001019,2060,2025-05-04,0.00,2816.00,West,403,2,
000105,001159,2088,2025-05-04,0.00,1257.00,West,404,0,
000106,001084,2086,2025-05-04,2861.12,1194.00,East,404,2,
000107,001160,2091,2025-05-04,905.79,245.00,West,404,0,
000108,001158,2008,2025-05-04,159.82,4505.00,West,402,2,
000109,001058,2095,2025-05-04,2453.95,3936.00,West,401,3,
000110,001025,2097,2025-05-04,842.10,5829.00,West,401,3,
000111,001042,2088,2025-05-04,709.35,2280.00,West,403,0,
000112,001011,2041,2025-05-04,0.00,5423.00,West,401,2,
000113,001091,2047,2025-05-04,0.00,3572.00,West,404,1,
000114,001062,2067,2025-05-04,0.00,5014.00,West,404,1,
000115,001043,2022,2025-05-04,2684.72,2535.00,East,401,3,
000116,001158,2087,2025-05-04,477.96,3304.00,East,402,3,
000117,001149,2018,2025-05-04,1626.78,926.00,East,402,3,
000118,001163,2032,2025-05-04,756.48,31.00,East,404,2,
000119,001170,2001,2025-05-04,659.76,5058.00,East,404,2,
000120,001173,2069,2025-05-04,464.78,4713.00,West,402,0,
000121,001113,2044,2025-05-04,0.00,4915.00,East,403,3,
000122,001176,2032,2025-05-04,756.48,3480.00,West,404,2,
000123,001050,2049,2025-05-04,2819.52,4571.00,East,404,0,
000124,001060,2048,2025-05-04,1144.42,1603.00,West,403,2,
000125,001179,2037,2025-05-04,1440.56,2539.00,East,401,3,
000126,001070,2001,2025-05-04,0.00,3613.00,West,401,3,
000127,001073,2099,2025-05-04,0.00,3574.00,East,402,2,
000128,001056,2081,2025-05-04,0.00,4685.00,West,402,2,
000129,001173,2096,2025-05-04,672.18,1039.00,East,402,0,
000130,001160,2082,2025-05-04,426.56,2793.00,East,401,2,
000131,001112,2004,2025-05-04,1669.05,4480.00,West,403,1,
000132,001023,2037,2025-05-04,2160.84,5220.00,West,403,3,
000133,001044,2025,2025-05-04,223.70,2402.00,West,402,2,
000134,001135,2064,2025-05-04,793.91,3194.00,East,403,1,
000135,001065,2061,2025-05-04,639.74,1000.00,East,403,2,
000136,001029,2059,2025-05-04,921.69,2541.00,East,401,1,
000138,001023,2050,2025-05-04,298.85,3648.00,West,401,2,
000139,001137,2015,2025-05-04,539.98,1924.00,East,404,2,
000140,001172,2095,2025-05-04,2453.95,3381.00,East,403,3,
000141,001163,2047,2025-05-04,301.48,475.00,East,401,1,
000142,001120,2003,2025-05-04,1039.99,2484.00,East,403,1,
000143,001165,2008,2025-05-04,53.27,3695.00,West,404,2,
000144,001166,2052,2025-05-04,658.13,949.00,East,401,1,
000146,001029,2012,2025-05-04,0.00,2659.00,West,402,1,
000147,001099,2058,2025-05-04,666.75,5905.00,West,403,3,
000148,001150,2095,2025-05-04,490.79,1867.00,East,402,3,
000149,001167,2012,2025-05-04,0.00,1812.00,East,404,3,
000150,001071,2004,2025-05-04,834.52,3140.00,West,403,1,
000151,001113,2056,2025-05-04,839.55,5290.00,West,402,2,
000152,001025,2087,2025-05-04,0.00,47.00,West,403,2,
000153,001015,2050,2025-05-04,504.31,3244.00,East,403,1,
000154,001031,2058,2025-05-04,2400.30,1746.00,West,401,1,
000156,001085,2031,2025-05-04,508.77,1172.00,East,402,1,
000157,001017,2097,2025-05-04,757.89,4249.00,West,402,1,
000158,001059,2042,2025-05-04,0.00,2069.00,West,402,0,
000159,001070,2018,2025-05-04,0.00,5171.00,West,402,2,
000160,001044,2014,2025-05-04,886.68,2257.00,East,401,1,
000161,001003,2045,2025-05-04,499.42,5286.00,East,402,2,
000162,001004,2022,2025-05-04,671.18,4408.00,East,403,0,
000163,001032,2094,2025-05-04,493.35,2300.00,East,404,0,
000164,001190,2008,2025-05-04,266.36,814.00,East,404,3,
000165,001199,2046,2025-05-04,167.15,26.00,East,401,3,
000166,001128,2028,2025-05-04,2041.41,2015.00,West,401,2,
000167,001117,2082,2025-05-04,799.80,5792.00,East,401,0,
000168,001122,2051,2025-05-04,234.64,4942.00,West,404,0,
000169,001125,2091,2025-05-04,1811.58,511.00,West,404,0,
000170,001020,2041,2025-05-04,0.00,3419.00,West,402,0,
000172,001152,2067,2025-05-04,872.85,236.00,West,403,3,
000173,001129,2077,2025-05-04,2809.15,5227.00,West,404,0,
000174,001179,2014,2025-05-04,738.90,3508.00,West,402,3,
000175,001115,2029,2025-05-04,0.00,5445.00,West,404,2,
000176,001116,2051,2025-05-04,351.96,4041.00,West,404,0,
000178,001095,2019,2025-05-04,933.93,3140.00,West,404,0,
000179,001023,2010,2025-05-04,0.00,2292.00,East,401,3,
000181,001142,2007,2025-05-04,583.39,5920.00,West,403,0,
000182,001105,2045,2025-05-04,624.28,301.00,East,404,0,
000183,001073,2076,2025-05-04,1934.57,2525.00,West,403,2,
000184,001026,2073,2025-05-04,1797.95,5811.00,East,402,1,
000185,001168,2061,2025-05-04,599.76,399.00,East,402,0,
000186,001089,2071,2025-05-04,0.00,1847.00,West,403,0,
000187,001195,2035,2025-05-04,0.00,80.00,West,402,3,
000188,001143,2098,2025-05-04,2178.86,3829.00,East,401,2,
000189,001007,2023,2025-05-04,751.63,4376.00,West,403,2,
000190,001086,2044,2025-05-04,373.64,2563.00,East,401,1,
000191,001036,2072,2025-05-04,1260.90,3647.00,West,404,0,
000192,001036,2094,2025-05-04,2466.75,4995.00,West,401,0,
000193,001191,2067,2025-05-04,872.85,352.00,East,402,3,
000194,001107,2058,2025-05-04,1800.22,5948.00,West,403,1,
000195,001094,2039,2025-05-04,1952.88,3123.00,East,403,0,
000196,001013,2019,2025-05-04,0.00,5569.00,West,402,0,
000197,001172,2010,2025-05-04,0.00,3417.00,East,403,3,
000198,001169,2054,2025-05-04,900.51,5935.00,West,404,3,
000199,001106,2034,2025-05-04,136.17,2693.00,West,402,0,
000200,001088,2055,2025-05-04,129.46,3241.00,West,401,2,
000201,001173,2086,2025-05-04,715.28,285.00,West,404,2,
000202,001011,2028,2025-05-04,0.00,2783.00,East,404,0,
000203,001001,2026,2025-05-04,190.40,5226.00,West,403,1,
000204,001196,2017,2025-05-04,370.96,1107.00,East,403,2,
000205,001083,2015,2025-05-04,0.00,4135.00,East,401,3,
000206,001191,2055,2025-05-04,48.55,788.00,West,402,1,
000207,001097,2068,2025-05-04,1312.38,4235.00,East,402,2,
000208,001018,2050,2025-05-04,0.00,1911.00,West,401,3,
000209,001004,2058,2025-05-04,1066.80,1970.00,West,401,2,
000210,001147,2054,2025-05-04,2701.53,5583.00,West,404,3,
000211,001074,2014,2025-05-04,738.90,10.00,East,404,0,
000212,001083,2021,2025-05-04,668.33,1501.00,East,404,2,
000213,001022,2055,2025-05-04,97.09,2363.00,West,401,1,
000214,001111,2075,2025-05-04,1561.28,5683.00,East,404,0,
000215,001101,2039,2025-05-04,2636.39,5795.00,East,403,1,
000216,001085,2099,2025-05-04,646.32,1604.00,East,402,0,
000217,001130,2081,2025-05-04,1343.20,1718.00,East,401,1,
000218,001198,2044,2025-05-04,186.82,2849.00,East,403,1,
000219,001060,2013,2025-05-04,0.00,4399.00,West,402,2,
000220,001050,2022,2025-05-04,671.18,2844.00,West,402,0,
000221,001045,2098,2025-05-04,907.86,1453.00,East,404,3,
000223,001160,2040,2025-05-04,138.16,5307.00,East,402,3,
000224,001017,2060,2025-05-04,0.00,3716.00,West,404,2,
000225,001070,2075,2025-05-04,624.51,5855.00,West,401,2,
000226,001129,2009,2025-05-04,198.93,394.00,East,403,3,
000227,001115,2004,2025-05-04,2225.40,1386.00,East,401,2,
000228,001073,2009,2025-05-04,66.31,3545.00,East,401,3,
000229,001118,2074,2025-05-04,659.50,3281.00,West,401,3,
000230,001146,2083,2025-05-04,614.53,3758.00,East,402,2,
000231,001154,2060,2025-05-04,408.38,1074.00,West,402,0,
000232,001115,2013,2025-05-04,2806.08,2216.00,East,403,0,
000233,001129,2082,2025-05-04,1066.40,3259.00,West,402,0,
000234,001063,2090,2025-05-04,71.64,595.00,West,404,3,
000235,001134,2066,2025-05-04,1238.54,3880.00,East,402,2,
000236,001095,2036,2025-05-04,653.94,4360.00,West,404,3,
000237,001198,2043,2025-05-04,1397.52,4395.00,East,401,2,
000238,001016,2042,2025-05-04,0.00,4159.00,West,401,3,
000239,001072,2032,2025-05-04,1512.96,2997.00,East,402,2,
000240,001020,2074,2025-05-04,527.60,3469.00,East,402,2,
000241,001079,2083,2025-05-04,691.34,5556.00,East,404,1,
000242,001152,2090,2025-05-04,57.31,3076.00,West,401,2,
000243,001143,2048,2025-05-04,0.00,2499.00,West,403,1,
000244,001171,2089,2025-05-04,1654.08,4276.00,West,401,3,
000245,001130,2046,2025-05-04,106.98,5207.00,West,401,2,
000246,001079,2023,2025-05-04,3006.53,5359.00,East,402,2,
000247,001196,2062,2025-05-04,1114.85,560.00,West,402,1,
000248,001035,2019,2025-05-04,0.00,3053.00,East,401,2,
000249,001025,2064,2025-05-04,705.70,712.00,West,401,2,
000250,001196,2079,2025-05-04,2851.62,2937.00,East,402,3,
000251,001039,2020,2025-05-04,338.25,3693.00,West,402,1,
000252,001184,2056,2025-05-04,1574.16,4075.00,West,401,3,
000254,001156,2036,2025-05-04,392.36,3921.00,East,404,1,
000255,001136,2030,2025-05-04,509.91,5845.00,East,403,3,
000256,001049,2047,2025-05-04,1674.90,4191.00,East,404,3,
000257,001196,2036,2025-05-04,0.00,451.00,West,404,3,
000258,001041,2025,2025-05-04,671.09,949.00,East,402,2,
000259,001013,2082,2025-05-04,1066.40,828.00,East,404,2,
000260,001141,2013,2025-05-04,748.29,2754.00,West,401,2,
000261,001021,2097,2025-05-04,673.68,3508.00,West,402,2,
000262,001115,2065,2025-05-04,1881.36,4027.00,West,402,3,
000263,001023,2028,2025-05-04,510.35,4772.00,East,404,2,
000264,001006,2053,2025-05-04,610.15,3795.00,East,401,3,
000265,001128,2047,2025-05-04,1004.94,676.00,East,402,3,
000266,001020,2047,2025-05-04,669.96,1211.00,West,402,0,
000267,001081,2012,2025-05-04,1682.61,4255.00,West,403,1,
000268,001035,2004,2025-05-04,927.25,2087.00,East,403,3,
000269,001178,2017,2025-05-04,1854.80,5933.00,East,404,3,
000270,001157,2000,2025-05-04,1938.62,1065.00,East,401,0,
000271,001065,2027,2025-05-04,775.83,4193.00,West,402,3,
000273,001077,2015,2025-05-04,1822.42,2815.00,West,401,1,
000274,001107,2081,2025-05-04,2238.66,3723.00,East,404,0,
000275,001028,2063,2025-05-04,994.43,3177.00,East,401,1,
000276,001183,2018,2025-05-04,2711.30,2616.00,East,403,3,
000277,001000,2078,2025-05-04,0.00,4885.00,West,403,1,
000278,001146,2053,2025-05-04,1220.30,2694.00,East,402,0,
000279,001134,2046,2025-05-04,33.43,3290.00,East,401,0,
000280,001099,2060,2025-05-04,1633.52,5523.00,West,401,3,
000281,001095,2032,2025-05-04,1512.96,4479.00,East,401,2,
000282,001017,2044,2025-05-04,207.58,4693.00,West,402,0,
000283,001197,2074,2025-05-04,593.55,631.00,West,403,1,
000284,001011,2045,2025-05-04,842.78,86.00,East,403,1,
000285,001199,2087,2025-05-04,159.32,558.00,East,404,3,
000286,001161,2023,2025-05-04,939.54,5770.00,East,402,0,
000287,001183,2099,2025-05-04,1292.64,4553.00,West,404,0,
000288,001075,2025,2025-05-04,0.00,1266.00,West,401,1,
000289,001010,2040,2025-05-04,138.16,3150.00,East,403,3,
000290,001139,2060,2025-05-04,1225.14,1967.00,East,403,0,
000291,001192,2082,2025-05-04,213.28,251.00,West,402,2,
000292,001091,2099,2025-05-04,1034.11,3550.00,West,401,2,
000293,001069,2015,2025-05-04,2699.88,5452.00,West,403,3,
000294,001102,2095,2025-05-04,1472.37,5047.00,West,404,3,
000296,001094,2066,2025-05-04,1032.12,2856.00,West,403,0,
000297,001186,2054,2025-05-04,0.00,145.00,East,401,3,
000298,001154,2023,2025-05-04,751.63,2121.00,East,403,2,
000299,001026,2010,2025-05-04,62.27,3386.00,West,403,2,
000300,001078,2057,2025-05-04,393.28,2689.00,East,404,1,
000301,001176,2056,2025-05-04,524.72,2802.00,West,403,3,
000302,001010,2093,2025-05-04,0.00,186.00,East,403,3,
000303,001070,2081,2025-05-04,1492.44,3746.00,West,401,0,
000304,001171,2081,2025-05-04,596.98,3165.00,East,404,2,
000305,001131,2095,2025-05-04,1472.37,498.00,East,402,0,
000306,001036,2077,2025-05-04,1123.66,3173.00,West,404,0,
000307,001032,2008,2025-05-04,106.54,5867.00,West,402,2,
000308,001092,2049,2025-05-04,0.00,5514.00,East,401,1,
000309,001173,2057,2025-05-04,349.58,1860.00,West,403,2,
000310,001113,2097,2025-05-04,757.89,2642.00,East,401,1,
000311,001135,2046,2025-05-04,80.23,1082.00,West,404,2,
000312,001166,2035,2025-05-04,899.99,5269.00,West,402,0,
000313,001006,2094,2025-05-04,1480.05,1655.00,West,402,3,
000314,001132,2049,2025-05-04,1503.74,2625.00,West,401,2,
000315,001198,2033,2025-05-04,2257.88,533.00,East,404,1,
000316,001156,2036,2025-05-04,784.73,4146.00,West,404,1,
000317,001031,2017,2025-05-04,0.00,480.00,West,401,3,
000318,001044,2091,2025-05-04,1811.58,5496.00,West,404,0,
000319,001174,2040,2025-05-04,34.54,943.00,West,403,0,
000320,001140,2069,2025-05-04,557.74,2257.00,West,403,2,
000321,001040,2091,2025-05-04,724.63,2359.00,West,402,2,
000322,001130,2028,2025-05-04,574.15,810.00,East,401,1,
000323,001035,2030,2025-05-04,339.94,3443.00,West,404,0,
000324,001092,2070,2025-05-04,102.54,4315.00,West,403,3,
000325,001141,2016,2025-05-04,0.00,5274.00,East,401,0,
000326,001079,2050,2025-05-04,186.78,925.00,West,404,3,
000327,001196,2052,2025-05-04,2632.54,2102.00,West,401,1,
000328,001081,2082,2025-05-04,1066.40,2905.00,West,401,3,
000329,001119,2087,2025-05-04,0.00,3451.00,East,403,1,
000330,001199,2070,2025-05-04,30.76,1623.00,East,402,1,
000331,001110,2064,2025-05-04,0.00,438.00,East,401,0,
000332,001132,2019,2025-05-04,1681.07,663.00,West,403,1,
000333,001041,2041,2025-05-04,643.37,5476.00,West,402,2,
000334,001132,2036,2025-05-04,348.77,1690.00,West,401,2,
000335,001050,2081,2025-05-04,2686.39,1726.00,East,403,1,
000336,001160,2038,2025-05-04,0.00,3639.00,West,401,1,
000337,001151,2074,2025-05-04,1187.10,3604.00,West,402,1,
000338,001168,2079,2025-05-04,1901.08,4470.00,East,403,0,
000339,001007,2010,2025-05-04,62.27,4365.00,West,401,2,
000340,001166,2026,2025-05-04,0.00,5277.00,East,404,0,
000341,001127,2080,2025-05-04,1997.42,3706.00,East,403,2,
000342,001123,2031,2025-05-04,1356.72,3299.00,East,404,2,
000343,001116,2009,2025-05-04,119.36,234.00,West,401,1,
000344,001112,2053,2025-05-04,0.00,3043.00,East,404,3,
000345,001052,2043,2025-05-04,698.76,3062.00,East,402,2,
000346,001183,2040,2025-05-04,103.62,813.00,West,403,3,
000348,001081,2030,2025-05-04,339.94,3245.00,East,404,0,
000349,001068,2057,2025-05-04,1179.85,4510.00,East,402,1,
000350,001024,2006,2025-05-04,594.00,555.00,West,403,3,
000351,001157,2053,2025-05-04,1098.27,1604.00,East,402,1,
000352,001083,2073,2025-05-04,2247.44,5131.00,West,403,1,
000353,001195,2020,2025-05-04,1879.15,5928.00,East,404,3,
000354,001127,2039,2025-05-04,1952.88,2245.00,West,404,0,
000355,001023,2050,2025-05-04,0.00,5474.00,East,404,1,
000356,001055,2074,2025-05-04,1978.50,1002.00,West,403,0,
000357,001012,2036,2025-05-04,653.94,4469.00,West,404,3,
000358,001073,2068,2025-05-04,2460.72,1697.00,East,401,0,
000359,001110,2017,2025-05-04,370.96,781.00,East,403,2,
000360,001195,2051,2025-05-04,117.32,3841.00,East,403,0,
000361,001102,2006,2025-05-04,792.00,37.00,West,402,2,
000362,001141,2036,2025-05-04,871.92,5610.00,West,401,3,
000363,001129,2057,2025-05-04,1747.92,833.00,West,403,0,
000364,001032,2012,2025-05-04,997.10,3615.00,West,404,2,
000365,001086,2071,2025-05-04,553.64,1092.00,West,403,1,
000366,001050,2077,2025-05-04,561.83,2598.00,East,404,0,
000367,001011,2004,2025-05-04,0.00,3771.00,West,402,2,
000368,001121,2066,2025-05-04,0.00,24.00,West,404,1,
000369,001155,2065,2025-05-04,1128.82,3963.00,West,402,2,
000370,001156,2040,2025-05-04,138.16,3023.00,West,402,3,
000371,001157,2094,2025-05-04,1578.72,4476.00,East,403,2,
000372,001129,2065,2025-05-04,752.54,3767.00,East,404,2,
000373,001121,2002,2025-05-04,2771.20,5204.00,West,403,2,
000374,001172,2014,2025-05-04,197.04,4679.00,East,404,2,
000375,001185,2088,2025-05-04,2128.05,1867.00,West,401,3,
000376,001067,2083,2025-05-04,0.00,1482.00,East,402,0,
000377,001149,2061,2025-05-04,1199.52,781.00,East,402,3,
000378,001037,2087,2025-05-04,318.64,1765.00,West,402,0,
000379,001146,2089,2025-05-04,744.34,3491.00,East,401,1,
000380,001004,2056,2025-05-04,2098.88,850.00,West,403,3,
000381,001038,2052,2025-05-04,2193.78,575.00,East,402,3,
000383,001180,2017,2025-05-04,741.92,3910.00,West,402,2,
000384,001169,2061,2025-05-04,319.87,2508.00,West,404,2,
000385,001044,2058,2025-05-04,1066.80,5194.00,East,403,2,
000387,001049,2031,2025-05-04,1356.72,5348.00,West,403,2,
000388,001057,2038,2025-05-04,2501.58,4758.00,East,403,1,
000389,001176,2090,2025-05-04,343.87,4431.00,East,404,2,
000390,001122,2044,2025-05-04,166.06,4116.00,East,403,2,
000391,001031,2073,2025-05-04,1498.29,4345.00,East,404,3,
000392,001088,2098,2025-05-04,726.29,1383.00,West,402,2,
000393,001010,2036,2025-05-04,348.77,1607.00,West,401,2,
000394,001113,2083,2025-05-04,3072.64,2614.00,East,403,3,
000395,001054,2025,2025-05-04,671.09,2722.00,East,403,2,
000396,001035,2013,2025-05-04,1683.65,5427.00,West,402,1,
000397,001012,2085,2025-05-04,217.94,5412.00,West,402,1,
000398,001013,2012,2025-05-04,1994.21,1536.00,East,404,2,
000399,001183,2060,2025-05-04,367.54,4377.00,West,401,1,
000400,001001,2070,2025-05-04,102.54,5719.00,West,402,3,
000401,001167,2060,2025-05-04,735.08,164.00,East,404,1,
000403,001165,2007,2025-05-04,0.00,1819.00,West,401,1,
000404,001136,2094,2025-05-04,1776.06,2957.00,West,401,1,
000405,001106,2022,2025-05-04,671.18,4076.00,East,401,3,
000406,001126,2023,2025-05-04,0.00,2944.00,West,403,0,
000407,001002,2038,2025-05-04,1482.42,2592.00,East,401,2,
000408,001072,2058,2025-05-04,1200.15,4730.00,West,404,1,
000409,001129,2059,2025-05-04,1382.54,5091.00,West,403,1,
000410,001028,2042,2025-05-04,502.83,5652.00,West,402,3,
000411,001165,2032,2025-05-04,0.00,5119.00,West,402,0,
000412,001188,2043,2025-05-04,1572.21,1249.00,East,403,1,
000413,001044,2078,2025-05-04,426.03,2410.00,West,404,3,
000414,001131,2041,2025-05-04,3216.84,4020.00,East,401,3,
000415,001171,2012,2025-05-04,1121.74,2702.00,East,402,1,
000416,001122,2041,2025-05-04,1608.42,3066.00,East,402,0,
000417,001066,2049,2025-05-04,0.00,1323.00,West,402,3,
000418,001192,2034,2025-05-04,326.81,5383.00,West,403,2,
000419,001149,2092,2025-05-04,1157.30,1226.00,West,401,2,
000420,001167,2046,2025-05-04,133.72,5355.00,West,402,0,
000421,001170,2015,2025-05-04,0.00,1882.00,West,404,2,
000422,001040,2051,2025-05-04,469.28,3325.00,West,403,0,
000423,001163,2037,2025-05-04,0.00,681.00,West,403,1,
000424,001056,2017,2025-05-04,834.66,3809.00,East,404,1,
000425,001116,2095,2025-05-04,490.79,862.00,East,403,3,
000426,001179,2070,2025-05-04,61.52,62.00,East,404,1,
000427,001195,2031,2025-05-04,1695.90,4615.00,West,401,3,
000428,001135,2090,2025-05-04,0.00,5416.00,West,403,0,
000429,001144,2014,2025-05-04,443.34,5949.00,East,401,1,
000430,001146,2068,2025-05-04,2952.86,4365.00,East,402,1,
000431,001083,2066,2025-05-04,516.06,696.00,East,404,0,
000432,001174,2026,2025-05-04,423.12,1239.00,East,404,0,
000433,001130,2057,2025-05-04,1747.92,3011.00,East,401,3,
000434,001033,2065,2025-05-04,0.00,4996.00,East,404,3,
000435,001144,2007,2025-05-04,933.42,1539.00,East,404,2,
000436,001185,2002,2025-05-04,692.80,1566.00,West,404,2,
000437,001000,2095,2025-05-04,0.00,482.00,East,402,0,
000438,001011,2054,2025-05-04,900.51,3526.00,West,403,0,
000439,001138,2007,2025-05-04,2333.56,1037.00,East,401,3,
000440,001008,2036,2025-05-04,196.18,1299.00,East,404,1,
000441,001196,2017,2025-05-04,741.92,1984.00,East,404,2,
000442,001097,2057,2025-05-04,436.98,2763.00,West,404,3,
000443,001020,2087,2025-05-04,637.28,2917.00,West,402,2,
000444,001030,2022,2025-05-04,604.06,941.00,West,404,1,
000445,001186,2028,2025-05-04,2551.76,3174.00,West,401,0,
000446,001076,2059,2025-05-04,1536.15,1152.00,West,404,3,
000447,001058,2031,2025-05-04,0.00,5709.00,East,404,2,
000448,001039,2035,2025-05-04,899.99,2015.00,East,402,0,
000449,001008,2084,2025-05-04,845.55,1582.00,East,404,0,
000450,001061,2026,2025-05-04,423.12,2772.00,East,401,0,
000451,001152,2004,2025-05-04,2781.75,1869.00,East,404,0,
000452,001062,2094,2025-05-04,1973.40,5271.00,West,401,3,
000453,001112,2029,2025-05-04,13.51,4785.00,West,402,0,
